10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101501,Cats
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101502,Dogs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101504,Mink
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101505,Rats
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101506,Horses
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101507,Sheep
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101508,Goats
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101509,Asses
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101510,Mice
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101511,Swine
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101512,Rabbits
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101513,Guinea pigs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101514,Primates
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101515,Armadillos
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101516,Cattle
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101517,Camels
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101518,Alpaca
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101500,Livestock,10101519,Buffalo or bison
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101601,Live chickens
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101602,Live ducks
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101603,Live turkeys
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101604,Live geese
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101605,Live pheasants
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101606,Live ostrich
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101600,Birds and fowl,10101607,Live guinea fowl
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101701,Live salmon
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101702,Live trout
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101703,Live tilapia
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101704,Live carp
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101705,Live eels
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101706,Live sole
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101707,Live palometa fish or mylossoma aureum
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101708,Live sardine fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101709,Live red belly pacu fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101710,Live peruvian rock seabass fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101711,Live paiche fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101712,Live mojarra fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101713,Live mauri fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101714,Live maparate fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101715,Live lumptail sea robin fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101716,Live llambina fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101717,Live ispi fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101718,Live frigate tuna fish or melva fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101719,Live freshwater silverside fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101720,Live acarahuazu fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101721,Live arawana fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101722,Live armored catfish or carachama
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101723,Live black prochilodus
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101724,Live blochs catfish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101725,Live bobo mullet
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101726,Live cabinza grunt
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101727,Live carachi fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101728,Live cascafe fish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101729,Live freshwater palometa fish or mylossoma duriventre
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101730,Live goldfish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101731,Live swordfish
